Year,AC_Number,Constituency_Name,District,Candidate,Party,Party_Abbrev,Prev_Winner_Candidate,Prev_Winner_Party,Candidate_Is_Incumbent,Party_Is_Incumbent,Open_Seat,Criminal_Cases,Has_Criminal_Cases,Declared_Serious_Criminal_Cases,Serious_Criminal_Cases,MyNeta_Candidate_ID,Criminal_Cases_Source,Serious_Criminal_Cases_Source,Facebook_Followers,X_Followers,Instagram_Followers,YouTube_Subscribers,Google_Trends_Index,Social_Followers_Total,Social_Followers_Log1p,Social_Profile_Available,Social_Traction_Source
2021,240,Baghmundi,Puruliya,Sushanta Mahato,All India Trinamool Congress,AITC,Nepal Mahata,INC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,180,Bagnan,Haora,Arunava Sen (Raja),All India Trinamool Congress,AITC,Arunava Sen,TMC,0,0,0,1,1,1,1,439,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,72,Baharampur,Murshidabad,Subrata Maitra (Kanchan),Bharatiya Janta Party,BJP,Manoj Chakraborty,INC,0,0,0,0,0,1,1,,Not listed by MyNeta/ADR as declaring criminal cases,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,54,Baisnabnagar,Maldah,Chandana Sarkar,All India Trinamool Congress,AITC,Swadhin Kumar Sarkar,BJP,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,191,Balagarh,Hugli,Manoranjan Bapari,All India Trinamool Congress,AITC,Ashim Kumar Majhi,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,239,Balarampur,Puruliya,Baneswar Mahato,Bharatiya Janta Party,BJP,Shantiram Mahato,TMC,0,0,0,3,1,1,1,192,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,169,Bally,Haora,Rana Chatterjee,All India Trinamool Congress,AITC,Baishali Dalmiya,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,161,Ballygunge,Kolkata,Subrata Mukherjee,All India Trinamool Congress,AITC,Subrata Mukherjee,TMC,1,0,0,2,1,0,0,1823,MyNeta/ADR West Bengal 2021 declared criminal cases list,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,39,Balurghat,Dakshin Dinajpur,Ashok Kumar Lahiri,Bharatiya Janta Party,BJP,Biswanath Choudhury,RSP,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,238,Bandwan,Puruliya,Rajib Lochan Saren,All India Trinamool Congress,AITC,Rajib Lochan Saren,TMC,1,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,96,Bangaon Dakshin,North Twenty Four Parganas,Swapan Majumder,Bharatiya Janta Party,BJP,Surajit Kumar Biswas,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,95,Bangaon Uttar,North Twenty Four Parganas,Ashok Kirtania,Bharatiya Janta Party,BJP,Biswajit Das,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,252,Bankura,Bankura,Niladri Sekhar Dana,Bharatiya Janta Party,BJP,Shampa Daripa,INC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,283,Barabani,Barddhaman,Bidhan Upadhyay,All India Trinamool Congress,AITC,Bidhan Upadhyay,TMC,1,0,0,1,1,1,1,1877,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,113,Baranagar,North Twenty Four Parganas,Tapas Roy,All India Trinamool Congress,AITC,Tapas Roy,TMC,1,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,119,Barasat,North Twenty Four Parganas,Chiranjeet Chakrabarti,All India Trinamool Congress,AITC,Chiranjeet Chakrabarti,TMC,1,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,260,Burdwan Dakshin,Barddhaman,Khokan Das,All India Trinamool Congress,AITC,Rabiranjan Chattopadhyay,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,266,Burdwan Uttar,Barddhaman,Nisith Kumar Malik,All India Trinamool Congress,AITC,Nisith Kumar Malik,TMC,1,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,253,Barjora,Bankura,Alok Mukherjee,All India Trinamool Congress,AITC,Sujit Chakraborty,CPI(M),0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,108,Barrackpur,North Twenty Four Parganas,Raju Chakraborty (RAJ),All India Trinamool Congress,AITC,Silbhadra Dutta,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,140,Baruipur Paschim,South  Twenty Four Parganas,Biman Banerjee,All India Trinamool Congress,AITC,Biman Banerjee,TMC,1,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,137,Baruipur Purba,South  Twenty Four Parganas,Bivas Sardar (VOBO),All India Trinamool Congress,AITC,Nirmal Chandra Mondal,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,128,Basanti,South  Twenty Four Parganas,Shyamal Mondal,All India Trinamool Congress,AITC,Gobinda Chandra Naskar,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,124,Basirhat Dakshin,North Twenty Four Parganas,Dr. Saptarshi Banerjee,All India Trinamool Congress,AITC,Dipendu Biswas,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,125,Basirhat Uttar,North Twenty Four Parganas,Rafikul Islam Mondal,All India Trinamool Congress,AITC,Rafikul Islam Mondal,CPI(M),1,0,0,2,1,1,1,1197,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,154,Behala Paschim,South  Twenty Four Parganas,Partha Chatterjee,All India Trinamool Congress,AITC,Partha Chatterjee,TMC,1,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,153,Behala Purba,South  Twenty Four Parganas,Ratna Chatterjee,All India Trinamool Congress,AITC,Sovan Chatterjee,TMC,0,0,0,5,1,1,1,948,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,71,Beldanga,Murshidabad,Hasanuzzaman Sk,All India Trinamool Congress,AITC,Seikh Safiujjaman,INC,0,0,0,4,1,1,1,1949,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,164,Beleghata,Kolkata,Paresh Paul,All India Trinamool Congress,AITC,Paresh Paul,TMC,1,0,0,3,1,1,1,2014,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,159,Bhabanipur,Kolkata,Sobhandeb Chattopadhyay,All India Trinamool Congress,AITC,Mamata Banerjee,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,62,Bhagabangola,Murshidabad,Idris Ali,All India Trinamool Congress,AITC,Mahasin Ali,CPI(M),0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,214,Bhagabanpur,Purba Medinipur,Rabindranath Maity,Bharatiya Janta Party,BJP,Ardhendu Maity,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,148,Bhangar,South  Twenty Four Parganas,Md. Nawsad Siddique,Rashtriya Secular Majlis Party,RASHTRIYA SECULAR MAJLIS PARTY,Abdur Razzak Molla,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,69,Bharatpur,Murshidabad,Humayun Kabir,All India Trinamool Congress,AITC,Kamalesh Chatterjee,INC,0,0,0,10,1,1,1,1991,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,267,Bhatar,Barddhaman,Adhikari Mangobinda,All India Trinamool Congress,AITC,Subhash Mondal,TMC,0,0,0,11,1,1,1,1556,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,105,Bhatpara,North Twenty Four Parganas,Pawan Kumar Singh,Bharatiya Janta Party,BJP,Arjun Singh,TMC,0,0,0,12,1,1,1,1506,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,116,Bidhannagar,North Twenty Four Parganas,Sujit Bose S/o - Late Ajit Bose,All India Trinamool Congress,AITC,Sujit Bose,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,103,Bijpur,North Twenty Four Parganas,Subodh Adhikary,All India Trinamool Congress,AITC,Subhranshu Roy,TMC,0,0,0,0,0,1,1,,Not listed by MyNeta/ADR as declaring criminal cases,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,237,Binpur,Paschim Medinipur,Debnath Hansda,All India Trinamool Congress,AITC,Khagendranath Hembram,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,146,Bishnupur (SC),South  Twenty Four Parganas,Dilip Mondal,All India Trinamool Congress,AITC,Dilip Mondal,TMC,1,0,0,1,1,1,1,419,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,255,Bishnupur,Bankura,Tanmay Ghosh (BUMBA),Bharatiya Janta Party,BJP,Tushar Kanti Bhattacharya,INC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,286,Bolpur,Birbhum,Sinha Chandranath,All India Trinamool Congress,AITC,Chandranath Sinha,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,156,Budge Budge,South  Twenty Four Parganas,Ashok Kumar Deb,All India Trinamool Congress,AITC,Ashok Kumar Deb,TMC,1,0,0,1,1,1,1,897,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,67,Burwan,Murshidabad,Jiban Krishna Saha,All India Trinamool Congress,AITC,Protima Rajak,INC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,138,Canning Paschim,South  Twenty Four Parganas,Paresh Ram Das,All India Trinamool Congress,AITC,Shyamal Mondal,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,139,Canning Purba,South  Twenty Four Parganas,Saokat Molla,All India Trinamool Congress,AITC,Saokat Molla,TMC,1,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,91,Chakdaha,Nadia,Bankim Chandra Ghosh,Bharatiya Janta Party,BJP,Ratna Ghosh Kar,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,31,Chakulia,Uttar Dinajpur,Azad Minhajul Arfin,All India Trinamool Congress,AITC,Ali Imran Ramz (Victor),AIFB,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,187,Champdani,Hugli,Arindam Guin (BUBAI),All India Trinamool Congress,AITC,Abdul Mannan,INC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,45,Chanchal,Maldah,Nihar Ranjan Ghosh,All India Trinamool Congress,AITC,Asif Mehbub,INC,0,0,0,2,1,1,1,1703,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,189,Chandannagar,Hugli,Indranil Sen,All India Trinamool Congress,AITC,Indranil Sen,TMC,1,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,211,Chandipur,Purba Medinipur,Soham Chakraborty,All India Trinamool Congress,AITC,Amiya Kanti Bhattacharjee,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,194,Chanditala,Hugli,Swati Khandoker,All India Trinamool Congress,AITC,Swati Khandoker,TMC,1,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,232,Chandrakona,Paschim Medinipur,Arup Dhara,All India Trinamool Congress,AITC,Chhaya Dolai,TMC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,82,Chapra,Nadia,Rukbanur Rahman,All India Trinamool Congress,AITC,Rukbanur Rahman,TMC,1,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,248,Chhatna,Bankura,Satyanarayan Mukhopadhyay,Bharatiya Janta Party,BJP,Dhirendra Nath Layek,RSP,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,28,Chopra,Uttar Dinajpur,Hamidul Rahaman,All India Trinamool Congress,AITC,Hamidul Rahaman,TMC,1,0,0,3,1,1,1,1265,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,162,Chowrangee,Kolkata,Bandyopadhyay Nayna,All India Trinamool Congress,AITC,Nayna Bandyopadhyay,TMC,0,0,0,2,1,1,1,1995,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,190,Chunchura,Hugli,Asit Mazumder (Tapan),All India Trinamool Congress,AITC,Asit Mazumder,TMC,0,0,0,1,1,1,1,773,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,4,Cooch Behar Dakshin,Koch Bihar,Nikhil Ranjan Dey,Bharatiya Janta Party,BJP,Mihir Goswami,AITC,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,3,Coochbehar Uttar,Koch Bihar,Sukumar Roy,Bharatiya Janta Party,BJP,Nagendra Nath Roy,AIFB,0,0,0,0,0,0,0,,Not listed by MyNeta/ADR as declaring criminal cases,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,19,Dabgram-Fulbari,Jalpaiguri,Sikha Chatterjee,Bharatiya Janta Party,BJP,Goutam Deb,AITC,0,0,0,6,1,0,0,1208,MyNeta/ADR West Bengal 2021 declared criminal cases list,Not listed by MyNeta/ADR as declaring serious criminal cases,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,219,Dantan,Paschim Medinipur,Bikram Chandra Pradhan,All India Trinamool Congress,AITC,Bikram Chandra Pradhan,TMC,1,0,0,0,0,1,1,,Not listed by MyNeta/ADR as declaring criminal cases,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
2021,23,Darjeeling,Darjiling,Neeraj Tamang Zimba,Bharatiya Janta Party,BJP,Amar Singh Rai,GJM,0,0,0,8,1,1,1,1342,MyNeta/ADR West Bengal 2021 declared criminal cases list,MyNeta/ADR West Bengal 2021 serious criminal cases list,0,0,0,0,0,0,0,0,Not available in local files or MyNeta/ADR affidavit pages; set to 0 with availability flag 0
